town,flat_type,street_name,flat_model,resale_price
BUKIT MERAH,2 ROOM,TAMAN HO SWEE,Standard,20000.0
BUKIT MERAH,2 ROOM,NILE RD,Standard,17500.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH DR,Improved,53000.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH DR,Improved,52800.0
BUKIT MERAH,3 ROOM,DEPOT RD,Improved,45700.0
BUKIT MERAH,3 ROOM,DEPOT RD,Improved,45500.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH RISE,Improved,44000.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH RISE,Improved,63000.0
BUKIT MERAH,3 ROOM,JLN BT MERAH,Improved,49500.0
BUKIT MERAH,3 ROOM,HENDERSON RD,Improved,45000.0
BUKIT MERAH,3 ROOM,ALEXANDRA RD,Improved,53000.0
BUKIT MERAH,3 ROOM,TIONG BAHRU RD,Improved,58000.0
BUKIT MERAH,3 ROOM,LOWER DELTA RD,Improved,45500.0
BUKIT MERAH,3 ROOM,REDHILL CL,Improved,45500.0
BUKIT MERAH,3 ROOM,INDUS RD,Improved,47000.0
BUKIT MERAH,3 ROOM,INDUS RD,Improved,45000.0
BUKIT MERAH,3 ROOM,BT MERAH VIEW,Improved,42000.0
BUKIT MERAH,3 ROOM,BT MERAH VIEW,Improved,50000.0
BUKIT MERAH,3 ROOM,BT MERAH VIEW,Improved,45500.0
BUKIT MERAH,3 ROOM,ZION RD,Improved,43800.0
BUKIT MERAH,3 ROOM,BT MERAH VIEW,Improved,50000.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH CRES,Improved,45000.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH CRES,Improved,51000.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH CRES,Improved,53000.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH CRES,Improved,44000.0
BUKIT MERAH,3 ROOM,JLN BT MERAH,Improved,42000.0
BUKIT MERAH,3 ROOM,JLN BT MERAH,Improved,58000.0
BUKIT MERAH,3 ROOM,BT PURMEI RD,Model A,83300.0
BUKIT MERAH,3 ROOM,BT PURMEI RD,Model A,83300.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH HTS,New Generation,55500.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH DR,New Generation,45000.0
BUKIT MERAH,3 ROOM,TELOK BLANGAH DR,New Generation,61000.0
BUKIT MERAH,3 ROOM,EVERTON PK,New Generation,87000.0
BUKIT MERAH,3 ROOM,REDHILL CL,Standard,24000.0
BUKIT MERAH,3 ROOM,NILE RD,Standard,30000.0
BUKIT MERAH,3 ROOM,JLN RUMAH TINGGI,Standard,24000.0
BUKIT MERAH,3 ROOM,JLN BT HO SWEE,Standard,26500.0
BUKIT MERAH,4 ROOM,TELOK BLANGAH WAY,Improved,75000.0
BUKIT MERAH,4 ROOM,BT MERAH VIEW,Improved,75000.0
BUKIT MERAH,4 ROOM,HENDERSON CRES,Improved,75000.0
BUKIT MERAH,4 ROOM,BT PURMEI RD,Model A,129000.0
BUKIT MERAH,4 ROOM,BT PURMEI RD,Model A,128000.0
BUKIT MERAH,4 ROOM,TELOK BLANGAH HTS,New Generation,106000.0
BUKIT MERAH,4 ROOM,TELOK BLANGAH DR,New Generation,131000.0
BUKIT MERAH,4 ROOM,TELOK BLANGAH DR,New Generation,93000.0
BUKIT MERAH,5 ROOM,JLN RUMAH TINGGI,Model A,185000.0
BUKIT MERAH,5 ROOM,BT PURMEI RD,Model A,224186.0
BUKIT MERAH,5 ROOM,SPOTTISWOODE PK RD,Standard,162000.0
BUKIT MERAH,5 ROOM,SPOTTISWOODE PK RD,Standard,155000.0
BUKIT TIMAH,3 ROOM,EMPRESS RD,Improved,40000.0
BUKIT TIMAH,3 ROOM,EMPRESS RD,Improved,35000.0
CENTRAL AREA,2 ROOM,JLN KUKOH,Improved,29800.0
CENTRAL AREA,2 ROOM,OUTRAM PK,Standard,28000.0
CENTRAL AREA,2 ROOM,SHORT ST,Standard,20000.0
CENTRAL AREA,3 ROOM,UPP CROSS ST,Improved,55000.0
CENTRAL AREA,3 ROOM,SAGO LANE,Improved,50000.0
CENTRAL AREA,3 ROOM,VEERASAMY RD,Model A,98000.0
CENTRAL AREA,3 ROOM,ROCHOR RD,New Generation,70000.0
CENTRAL AREA,3 ROOM,ROCHOR RD,New Generation,63000.0
CENTRAL AREA,4 ROOM,BUFFALO RD,Improved,80000.0
CENTRAL AREA,4 ROOM,CHIN SWEE RD,Improved,85000.0
CENTRAL AREA,4 ROOM,VEERASAMY RD,Model A,142000.0
CHOA CHU KANG,3 ROOM,TECK WHYE LANE,New Generation,47000.0
CHOA CHU KANG,3 ROOM,TECK WHYE LANE,New Generation,30000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 3,Improved,45000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 1,New Generation,46500.0
CLEMENTI,3 ROOM,CLEMENTI AVE 2,New Generation,56900.0
CLEMENTI,3 ROOM,CLEMENTI AVE 2,New Generation,47200.0
CLEMENTI,3 ROOM,CLEMENTI AVE 2,New Generation,47200.0
CLEMENTI,3 ROOM,CLEMENTI AVE 1,New Generation,55000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 3,New Generation,47000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 3,New Generation,57000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 5,New Generation,56700.0
CLEMENTI,3 ROOM,CLEMENTI AVE 5,New Generation,60000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 2,New Generation,42000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 4,New Generation,47200.0
CLEMENTI,3 ROOM,CLEMENTI AVE 2,New Generation,40000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 1,New Generation,42000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 1,New Generation,46000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 1,New Generation,47000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 4,New Generation,47000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 4,New Generation,35000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 4,New Generation,36000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 5,New Generation,47000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 5,New Generation,47000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 5,New Generation,46000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 3,New Generation,47200.0
CLEMENTI,3 ROOM,CLEMENTI AVE 5,New Generation,46000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 5,New Generation,34000.0
CLEMENTI,3 ROOM,WEST COAST RD,New Generation,40000.0
CLEMENTI,3 ROOM,WEST COAST RD,New Generation,40000.0
CLEMENTI,3 ROOM,WEST COAST RD,New Generation,43000.0
CLEMENTI,3 ROOM,CLEMENTI WEST ST 2,New Generation,47000.0
CLEMENTI,3 ROOM,CLEMENTI WEST ST 2,New Generation,40000.0
CLEMENTI,3 ROOM,CLEMENTI WEST ST 2,New Generation,47000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 4,New Generation,45000.0
CLEMENTI,3 ROOM,CLEMENTI AVE 4,New Generation,53000.0
CLEMENTI,4 ROOM,CLEMENTI ST 13,Model A,145000.0
CLEMENTI,4 ROOM,WEST COAST DR,New Generation,71800.0
CLEMENTI,4 ROOM,CLEMENTI AVE 2,New Generation,94000.0
CLEMENTI,4 ROOM,CLEMENTI AVE 4,New Generation,67000.0
CLEMENTI,4 ROOM,CLEMENTI AVE 4,New Generation,72000.0
CLEMENTI,4 ROOM,CLEMENTI WEST ST 1,New Generation,80000.0
CLEMENTI,4 ROOM,CLEMENTI AVE 6,New Generation,78000.0
CLEMENTI,5 ROOM,C'WEALTH AVE WEST,Improved,142000.0
CLEMENTI,5 ROOM,C'WEALTH AVE WEST,Improved,139500.0
CLEMENTI,5 ROOM,CLEMENTI AVE 2,Improved,110000.0
CLEMENTI,5 ROOM,CLEMENTI WEST ST 2,Improved,135000.0
CLEMENTI,5 ROOM,CLEMENTI WEST ST 2,Improved,168000.0
CLEMENTI,5 ROOM,CLEMENTI ST 13,Model A-Maisonette,160000.0
CLEMENTI,EXECUTIVE,CLEMENTI AVE 6,Maisonette,180000.0
CLEMENTI,EXECUTIVE,CLEMENTI AVE 6,Maisonette,235000.0
GEYLANG,2 ROOM,MACPHERSON LANE,Standard,17000.0
GEYLANG,2 ROOM,MACPHERSON LANE,Standard,19000.0
GEYLANG,2 ROOM,JLN PASAR BARU,Standard,19000.0
GEYLANG,2 ROOM,GEYLANG SERAI,Standard,17000.0
GEYLANG,3 ROOM,HAIG RD,Improved,37000.0
GEYLANG,3 ROOM,HAIG RD,Improved,37000.0
GEYLANG,3 ROOM,HAIG RD,Improved,44500.0
GEYLANG,3 ROOM,EUNOS CRES,Improved,33000.0
GEYLANG,3 ROOM,EUNOS CRES,Improved,44000.0
GEYLANG,3 ROOM,SIMS DR,Improved,50000.0
GEYLANG,3 ROOM,SIMS DR,Improved,39000.0
GEYLANG,3 ROOM,SIMS PL,Improved,39000.0
GEYLANG,3 ROOM,SIMS PL,Improved,34000.0
GEYLANG,3 ROOM,DAKOTA CRES,Model A,83300.0
GEYLANG,3 ROOM,SIMS DR,New Generation,61000.0
GEYLANG,3 ROOM,BALAM RD,Standard,25000.0
GEYLANG,3 ROOM,BALAM RD,Standard,23000.0
GEYLANG,3 ROOM,OLD AIRPORT RD,Standard,30000.0
GEYLANG,3 ROOM,CIRCUIT RD,Standard,21800.0
GEYLANG,3 ROOM,CIRCUIT RD,Standard,20000.0
GEYLANG,3 ROOM,CIRCUIT RD,Standard,22500.0
GEYLANG,3 ROOM,CIRCUIT RD,Standard,28000.0
GEYLANG,4 ROOM,UBI AVE 1,Model A,118000.0
GEYLANG,4 ROOM,UBI AVE 1,Simplified,86000.0
GEYLANG,4 ROOM,UBI AVE 1,Simplified,86000.0
GEYLANG,4 ROOM,UBI AVE 1,Simplified,88000.0
GEYLANG,4 ROOM,UBI AVE 1,Simplified,86000.0
GEYLANG,5 ROOM,HAIG RD,Improved,165000.0
GEYLANG,5 ROOM,GEYLANG EAST AVE 1,Model A,190000.0
GEYLANG,5 ROOM,DAKOTA CRES,Model A-Maisonette,185000.0
GEYLANG,5 ROOM,EUNOS CRES,Standard,109000.0
HOUGANG,3 ROOM,HOUGANG AVE 5,Model A,41000.0
HOUGANG,3 ROOM,HOUGANG AVE 3,New Generation,41000.0
HOUGANG,3 ROOM,HOUGANG AVE 1,New Generation,50000.0
HOUGANG,3 ROOM,HOUGANG AVE 1,New Generation,63000.0
HOUGANG,3 ROOM,HOUGANG AVE 1,New Generation,37400.0
HOUGANG,3 ROOM,HOUGANG AVE 1,New Generation,45000.0
HOUGANG,3 ROOM,HOUGANG AVE 1,New Generation,52500.0
HOUGANG,3 ROOM,HOUGANG AVE 5,New Generation,45000.0
HOUGANG,3 ROOM,HOUGANG AVE 3,New Generation,44000.0
HOUGANG,3 ROOM,HOUGANG AVE 3,New Generation,52000.0
HOUGANG,3 ROOM,HOUGANG AVE 3,New Generation,39000.0
HOUGANG,3 ROOM,HOUGANG AVE 7,New Generation,33400.0
HOUGANG,3 ROOM,HOUGANG AVE 10,New Generation,46700.0
HOUGANG,3 ROOM,HOUGANG AVE 10,New Generation,38000.0
HOUGANG,3 ROOM,HOUGANG AVE 2,New Generation,55000.0
HOUGANG,4 ROOM,HOUGANG ST 22,Model A,105000.0
HOUGANG,4 ROOM,HOUGANG AVE 3,New Generation,63000.0
HOUGANG,4 ROOM,HOUGANG AVE 1,New Generation,80000.0
HOUGANG,4 ROOM,HOUGANG AVE 3,New Generation,89800.0
HOUGANG,4 ROOM,HOUGANG AVE 7,New Generation,53000.0
HOUGANG,4 ROOM,HOUGANG AVE 2,New Generation,96000.0
HOUGANG,5 ROOM,HOUGANG AVE 3,Improved,122000.0
HOUGANG,5 ROOM,LOR AH SOO,Model A,161000.0
HOUGANG,EXECUTIVE,LOR AH SOO,Maisonette,220000.0
HOUGANG,EXECUTIVE,HOUGANG AVE 8,Maisonette,198000.0
JURONG EAST,3 ROOM,TEBAN GDNS RD,Improved,29000.0
JURONG EAST,3 ROOM,TEBAN GDNS RD,Improved,31000.0
JURONG EAST,3 ROOM,TEBAN GDNS RD,Improved,32500.0
JURONG EAST,3 ROOM,TEBAN GDNS RD,Improved,32000.0
JURONG EAST,3 ROOM,TEBAN GDNS RD,Improved,30000.0
JURONG EAST,3 ROOM,TEBAN GDNS RD,Improved,30000.0
JURONG EAST,3 ROOM,TEBAN GDNS RD,Improved,25000.0
JURONG EAST,3 ROOM,TEBAN GDNS RD,Improved,31000.0
JURONG EAST,3 ROOM,JURONG EAST AVE 1,Model A,50000.0
JURONG EAST,3 ROOM,JURONG EAST ST 13,New Generation,34000.0
JURONG EAST,3 ROOM,JURONG EAST ST 32,New Generation,47000.0
JURONG EAST,3 ROOM,JURONG EAST ST 24,New Generation,46900.0
JURONG EAST,3 ROOM,JURONG EAST ST 24,New Generation,42000.0
JURONG EAST,3 ROOM,JURONG EAST ST 24,New Generation,53000.0
JURONG EAST,3 ROOM,JURONG EAST ST 24,New Generation,46500.0
JURONG EAST,3 ROOM,JURONG EAST ST 24,New Generation,45000.0
JURONG EAST,3 ROOM,JURONG EAST ST 32,New Generation,46900.0
JURONG EAST,3 ROOM,JURONG EAST ST 21,New Generation,46900.0
JURONG EAST,4 ROOM,JURONG EAST AVE 1,Model A,88000.0
JURONG EAST,4 ROOM,PANDAN GDNS,New Generation,64000.0
JURONG EAST,4 ROOM,PANDAN GDNS,New Generation,63000.0
JURONG EAST,4 ROOM,TEBAN GDNS RD,New Generation,77000.0
JURONG EAST,5 ROOM,JURONG EAST ST 21,Improved,137500.0
JURONG EAST,5 ROOM,JURONG EAST ST 13,Improved,123000.0
JURONG EAST,5 ROOM,JURONG EAST ST 24,Improved,122000.0
JURONG EAST,5 ROOM,JURONG EAST ST 32,Model A,127000.0
JURONG EAST,5 ROOM,JURONG EAST AVE 1,Model A,147000.0
JURONG EAST,5 ROOM,TEBAN GDNS RD,Standard,85000.0
JURONG EAST,5 ROOM,PANDAN GDNS,Standard,85000.0
JURONG EAST,5 ROOM,PANDAN GDNS,Standard,85000.0
JURONG EAST,5 ROOM,PANDAN GDNS,Standard,97500.0
JURONG WEST,2 ROOM,HO CHING RD,Improved,16800.0
JURONG WEST,3 ROOM,YUNG PING RD,Improved,23400.0
JURONG WEST,3 ROOM,YUNG KUANG RD,Improved,32900.0
JURONG WEST,3 ROOM,YUNG KUANG RD,Improved,31000.0
JURONG WEST,3 ROOM,HO CHING RD,Improved,27000.0
JURONG WEST,3 ROOM,HO CHING RD,Improved,25000.0
JURONG WEST,3 ROOM,TAO CHING RD,Improved,45000.0
JURONG WEST,3 ROOM,HO CHING RD,Improved,31700.0
JURONG WEST,3 ROOM,HO CHING RD,Improved,25000.0
JURONG WEST,3 ROOM,HO CHING RD,Improved,30000.0
JURONG WEST,3 ROOM,HO CHING RD,Improved,25000.0
JURONG WEST,3 ROOM,HU CHING RD,Improved,32700.0
JURONG WEST,3 ROOM,BOON LAY DR,Improved,23400.0
JURONG WEST,3 ROOM,BOON LAY DR,Improved,23400.0
JURONG WEST,3 ROOM,BOON LAY DR,Improved,32900.0
JURONG WEST,3 ROOM,BOON LAY DR,Improved,31700.0
JURONG WEST,3 ROOM,BOON LAY DR,Improved,32500.0
JURONG WEST,3 ROOM,BOON LAY DR,Improved,23400.0
JURONG WEST,3 ROOM,BOON LAY AVE,Improved,27000.0
JURONG WEST,3 ROOM,BOON LAY AVE,Improved,25400.0
JURONG WEST,3 ROOM,BOON LAY AVE,Improved,23000.0
JURONG WEST,3 ROOM,BOON LAY AVE,Improved,30000.0
JURONG WEST,3 ROOM,BOON LAY AVE,Improved,36500.0
JURONG WEST,3 ROOM,BOON LAY AVE,Improved,22500.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,31700.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,22500.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,23000.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,22500.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,31000.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,31500.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,23000.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,31500.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,30000.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,22500.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,30000.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,30000.0
JURONG WEST,3 ROOM,BOON LAY PL,Improved,22500.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,Model A,57000.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,Model A,57000.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,Model A,57300.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,Model A,54000.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,Model A,58000.0
JURONG WEST,3 ROOM,JURONG WEST ST 41,Model A,59000.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,New Generation,46700.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,New Generation,46900.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,New Generation,46900.0
JURONG WEST,3 ROOM,JURONG WEST ST 52,New Generation,47000.0
JURONG WEST,3 ROOM,JURONG WEST ST 41,New Generation,55000.0
JURONG WEST,4 ROOM,BOON LAY AVE,Improved,50000.0
JURONG WEST,4 ROOM,JURONG WEST AVE 1,Model A,87000.0
JURONG WEST,4 ROOM,JURONG WEST ST 42,Model A,90000.0
JURONG WEST,4 ROOM,JURONG WEST ST 42,Model A,88000.0
JURONG WEST,4 ROOM,JURONG WEST ST 42,Model A,88500.0
JURONG WEST,4 ROOM,JURONG WEST ST 41,Model A,70000.0
JURONG WEST,4 ROOM,JURONG WEST AVE 1,Model A,88000.0
JURONG WEST,4 ROOM,JURONG WEST AVE 1,Model A,63100.0
JURONG WEST,4 ROOM,JURONG WEST AVE 1,Model A,88300.0
JURONG WEST,4 ROOM,JURONG WEST ST 42,Model A,100000.0
JURONG WEST,4 ROOM,JURONG WEST ST 42,Model A,90000.0
JURONG WEST,4 ROOM,JURONG WEST ST 42,Simplified,64000.0
JURONG WEST,4 ROOM,JURONG WEST ST 42,Simplified,64260.0
JURONG WEST,5 ROOM,JURONG WEST ST 52,Improved,141000.0
JURONG WEST,5 ROOM,JURONG WEST ST 52,Improved,140000.0
JURONG WEST,5 ROOM,JURONG WEST ST 52,Improved,146000.0
JURONG WEST,5 ROOM,JURONG WEST ST 52,Improved,110000.0
JURONG WEST,5 ROOM,JURONG WEST ST 52,Improved,85000.0
JURONG WEST,5 ROOM,JURONG WEST ST 42,Model A,149000.0
JURONG WEST,5 ROOM,JURONG WEST ST 42,Model A,127000.0
JURONG WEST,5 ROOM,JURONG WEST ST 42,Model A,127000.0
JURONG WEST,5 ROOM,JURONG WEST ST 42,Model A-Maisonette,144000.0
JURONG WEST,5 ROOM,BOON LAY DR,Standard,86000.0
JURONG WEST,5 ROOM,BOON LAY DR,Standard,90000.0
JURONG WEST,5 ROOM,BOON LAY DR,Standard,86000.0
JURONG WEST,EXECUTIVE,JURONG WEST ST 42,Maisonette,161000.0
JURONG WEST,EXECUTIVE,JURONG WEST ST 42,Maisonette,178000.0
JURONG WEST,EXECUTIVE,JURONG WEST ST 41,Maisonette,187200.0
JURONG WEST,EXECUTIVE,JURONG WEST ST 41,Maisonette,180000.0
KALLANG/WHAMPOA,2 ROOM,JLN BATU,Standard,21600.0
KALLANG/WHAMPOA,2 ROOM,JLN BATU,Standard,15300.0
KALLANG/WHAMPOA,3 ROOM,ST. GEORGE'S RD,Improved,45000.0
KALLANG/WHAMPOA,3 ROOM,ST. GEORGE'S RD,Improved,45000.0
KALLANG/WHAMPOA,3 ROOM,BEACH RD,Improved,53800.0
KALLANG/WHAMPOA,3 ROOM,WHAMPOA DR,Improved,50000.0
KALLANG/WHAMPOA,3 ROOM,WHAMPOA DR,Improved,36000.0
KALLANG/WHAMPOA,3 ROOM,BENDEMEER RD,Improved,52000.0
KALLANG/WHAMPOA,3 ROOM,UPP BOON KENG RD,Improved,40000.0
KALLANG/WHAMPOA,3 ROOM,WHAMPOA DR,Improved,45000.0
KALLANG/WHAMPOA,3 ROOM,WHAMPOA DR,Improved,44600.0
KALLANG/WHAMPOA,3 ROOM,WHAMPOA DR,Improved,34000.0
KALLANG/WHAMPOA,3 ROOM,WHAMPOA DR,Improved,38000.0
KALLANG/WHAMPOA,3 ROOM,KALLANG BAHRU,Improved,42900.0
KALLANG/WHAMPOA,3 ROOM,KALLANG BAHRU,Improved,40000.0
KALLANG/WHAMPOA,3 ROOM,KALLANG BAHRU,Improved,52700.0
KALLANG/WHAMPOA,3 ROOM,GEYLANG BAHRU,Improved,45000.0
KALLANG/WHAMPOA,3 ROOM,GEYLANG BAHRU,Improved,45700.0
KALLANG/WHAMPOA,3 ROOM,UPP BOON KENG RD,Improved,45500.0
KALLANG/WHAMPOA,3 ROOM,UPP BOON KENG RD,Improved,40000.0
KALLANG/WHAMPOA,3 ROOM,BENDEMEER RD,Improved,45000.0
KALLANG/WHAMPOA,3 ROOM,TOWNER RD,Model A,76800.0
KALLANG/WHAMPOA,3 ROOM,GEYLANG BAHRU,New Generation,73000.0
KALLANG/WHAMPOA,3 ROOM,ST. GEORGE'S LANE,New Generation,60000.0
KALLANG/WHAMPOA,3 ROOM,ST. GEORGE'S RD,New Generation,69700.0
KALLANG/WHAMPOA,3 ROOM,JLN BATU,Standard,26000.0
KALLANG/WHAMPOA,3 ROOM,JLN BATU,Standard,33000.0
KALLANG/WHAMPOA,4 ROOM,WHAMPOA DR,Improved,75000.0
KALLANG/WHAMPOA,4 ROOM,WHAMPOA DR,Improved,84000.0
KALLANG/WHAMPOA,4 ROOM,WHAMPOA DR,Improved,75000.0
KALLANG/WHAMPOA,4 ROOM,TOWNER RD,Model A,138000.0
KALLANG/WHAMPOA,4 ROOM,JLN RAJAH,Model A,154000.0
KALLANG/WHAMPOA,4 ROOM,ST. GEORGE'S RD,Model A,128000.0
KALLANG/WHAMPOA,4 ROOM,JLN RAJAH,New Generation,93300.0
KALLANG/WHAMPOA,4 ROOM,JLN RAJAH,New Generation,106000.0
KALLANG/WHAMPOA,4 ROOM,KENT RD,New Generation,128000.0
KALLANG/WHAMPOA,4 ROOM,ST. GEORGE'S RD,New Generation,110000.0
KALLANG/WHAMPOA,5 ROOM,AH HOOD RD,Improved,190000.0
KALLANG/WHAMPOA,5 ROOM,KING GEORGE'S AVE,Improved,197000.0
KALLANG/WHAMPOA,5 ROOM,JLN BATU,Improved,150000.0
KALLANG/WHAMPOA,EXECUTIVE,JLN RAJAH,Maisonette,248000.0
MARINE PARADE,3 ROOM,MARINE CRES,Improved,40000.0
MARINE PARADE,3 ROOM,MARINE CRES,Improved,39500.0
MARINE PARADE,3 ROOM,MARINE DR,Improved,34000.0
MARINE PARADE,3 ROOM,MARINE TER,Improved,38000.0
MARINE PARADE,3 ROOM,MARINE CRES,Improved,46000.0
MARINE PARADE,3 ROOM,MARINE CRES,Improved,55000.0
MARINE PARADE,4 ROOM,MARINE CRES,Improved,104000.0
MARINE PARADE,4 ROOM,MARINE DR,Improved,92000.0
MARINE PARADE,4 ROOM,MARINE TER,Improved,111000.0
MARINE PARADE,5 ROOM,MARINE CRES,Standard,130000.0
MARINE PARADE,5 ROOM,MARINE CRES,Standard,110000.0
MARINE PARADE,5 ROOM,MARINE DR,Standard,140000.0
QUEENSTOWN,2 ROOM,C'WEALTH DR,Standard,13500.0
QUEENSTOWN,2 ROOM,C'WEALTH DR,Standard,15000.0
QUEENSTOWN,2 ROOM,C'WEALTH DR,Standard,14500.0
QUEENSTOWN,2 ROOM,C'WEALTH CRES,Standard,14000.0
QUEENSTOWN,2 ROOM,TANGLIN HALT RD,Standard,16000.0
QUEENSTOWN,2 ROOM,TANGLIN HALT RD,Standard,13500.0
QUEENSTOWN,2 ROOM,TANGLIN HALT RD,Standard,16000.0
QUEENSTOWN,3 ROOM,GHIM MOH RD,Improved,38000.0
QUEENSTOWN,3 ROOM,GHIM MOH RD,Improved,33500.0
QUEENSTOWN,3 ROOM,GHIM MOH RD,Improved,40000.0
QUEENSTOWN,3 ROOM,DOVER CRES,Improved,44500.0
QUEENSTOWN,3 ROOM,GHIM MOH RD,Improved,35000.0
QUEENSTOWN,3 ROOM,MEI LING ST,Improved,40000.0
QUEENSTOWN,3 ROOM,C'WEALTH AVE,Improved,47000.0
QUEENSTOWN,3 ROOM,STIRLING RD,Improved,46000.0
QUEENSTOWN,3 ROOM,STIRLING RD,Improved,42800.0
QUEENSTOWN,3 ROOM,MEI LING ST,Improved,46500.0
QUEENSTOWN,3 ROOM,C'WEALTH AVE,Improved,43000.0
QUEENSTOWN,3 ROOM,QUEEN'S CL,Improved,40000.0
QUEENSTOWN,3 ROOM,HOLLAND CL,Improved,48000.0
QUEENSTOWN,3 ROOM,HOLLAND CL,Improved,30000.0
QUEENSTOWN,3 ROOM,HOLLAND AVE,Improved,40000.0
QUEENSTOWN,3 ROOM,HOLLAND AVE,Improved,43000.0
QUEENSTOWN,3 ROOM,HOLLAND DR,Improved,41000.0
QUEENSTOWN,3 ROOM,C'WEALTH CL,Standard,24000.0
QUEENSTOWN,3 ROOM,C'WEALTH DR,Standard,23200.0
QUEENSTOWN,3 ROOM,TANGLIN HALT RD,Standard,25000.0
QUEENSTOWN,3 ROOM,C'WEALTH DR,Standard,23500.0
QUEENSTOWN,3 ROOM,C'WEALTH CRES,Standard,30000.0
QUEENSTOWN,3 ROOM,TANGLIN HALT RD,Standard,20000.0
QUEENSTOWN,3 ROOM,TANGLIN HALT RD,Standard,21000.0
QUEENSTOWN,3 ROOM,TANGLIN HALT RD,Standard,18000.0
QUEENSTOWN,3 ROOM,C'WEALTH DR,Standard,23000.0
QUEENSTOWN,3 ROOM,C'WEALTH DR,Standard,18000.0
QUEENSTOWN,3 ROOM,C'WEALTH DR,Standard,23000.0
QUEENSTOWN,3 ROOM,TANGLIN HALT RD,Standard,21000.0
QUEENSTOWN,3 ROOM,TANGLIN HALT RD,Standard,23000.0
QUEENSTOWN,3 ROOM,TANGLIN HALT RD,Standard,17000.0
QUEENSTOWN,3 ROOM,TANGLIN HALT RD,Standard,23000.0
QUEENSTOWN,4 ROOM,QUEEN'S CL,Improved,84000.0
QUEENSTOWN,4 ROOM,HOLLAND CL,Improved,78800.0
QUEENSTOWN,4 ROOM,DOVER RD,New Generation,75000.0
QUEENSTOWN,5 ROOM,DOVER CL EAST,Standard,170000.0
QUEENSTOWN,5 ROOM,DOVER CL EAST,Standard,110000.0
SEMBAWANG,3 ROOM,SEMBAWANG RD,Improved,21300.0
SENGKANG,3 ROOM,BUANGKOK STH FARMWAY 1,New Generation,30000.0
SERANGOON,3 ROOM,LOR LEW LIAN,Improved,42800.0
SERANGOON,3 ROOM,SERANGOON NTH AVE 1,New Generation,59000.0
SERANGOON,3 ROOM,SERANGOON NTH AVE 1,New Generation,53000.0
SERANGOON,3 ROOM,SERANGOON AVE 4,New Generation,44000.0
SERANGOON,3 ROOM,SERANGOON AVE 4,New Generation,44000.0
SERANGOON,4 ROOM,SERANGOON AVE 3,Model A,117660.0
SERANGOON,4 ROOM,SERANGOON AVE 2,Model A,118000.0
SERANGOON,4 ROOM,SERANGOON NTH AVE 1,New Generation,91300.0
SERANGOON,4 ROOM,SERANGOON NTH AVE 1,New Generation,87000.0
